Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel
Kertapati,SD NEGERI 218 PALEMBANG,2019-2020,92084,Negeri,99,9,6
Kertapati,SD NEGERI 219 PALEMBANG,2019-2020,92084,Negeri,191,9,7
Kertapati,SD NEGERI 220 PALEMBANG,2019-2020,92084,Negeri,184,12,8
Kertapati,SD NEGERI 221 PALEMBANG,2019-2020,92084,Negeri,274,16,11
Kertapati,SD PUJA HANDAYANI PALEMBANG,2019-2020,92084,Swasta,197,7,9
Kertapati,SD YWKA PALEMBANG,2019-2020,92084,Swasta,181,8,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2020-2021,91661,Swasta,91,3,4
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2020-2021,91661,Swasta,117,8,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2020-2021,91661,Swasta,159,6,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2020-2021,91661,Swasta,171,6,7
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2020-2021,91661,Swasta,152,3,6
Kertapati,SD NEGERI 195 PALEMBANG,2020-2021,91661,Negeri,924,36,26
Kertapati,SD NEGERI 196 PALEMBANG,2020-2021,91661,Negeri,353,15,13
Kertapati,SD NEGERI 197 PALEMBANG,2020-2021,91661,Negeri,186,11,6
Kertapati,SD NEGERI 198 PALEMBANG,2020-2021,91661,Negeri,556,23,18
Kertapati,SD NEGERI 199 PALEMBANG,2020-2021,91661,Negeri,182,7,7
Kertapati,SD NEGERI 200 PALEMBANG,2020-2021,91661,Negeri,337,15,12
Kertapati,SD NEGERI 201 PALEMBANG,2020-2021,91661,Negeri,202,9,9
Kertapati,SD NEGERI 202 PALEMBANG,2020-2021,91661,Negeri,361,14,12
Kertapati,SD NEGERI 203 PALEMBANG,2020-2021,91661,Negeri,123,8,6
Kertapati,SD NEGERI 204 PALEMBANG,2020-2021,91661,Negeri,598,22,18
Kertapati,SD NEGERI 205 PALEMBANG,2020-2021,91661,Negeri,858,40,32
Kertapati,SD NEGERI 206 PALEMBANG,2020-2021,91661,Negeri,325,11,12
Kertapati,SD NEGERI 207 PALEMBANG,2020-2021,91661,Negeri,319,18,13
Kertapati,SD NEGERI 208 PALEMBANG,2020-2021,91661,Negeri,252,14,12
Kertapati,SD NEGERI 209 PALEMBANG,2020-2021,91661,Negeri,266,13,12
Kertapati,SD NEGERI 210 PALEMBANG,2020-2021,91661,Negeri,353,14,13
Kertapati,SD NEGERI 211 PALEMBANG,2020-2021,91661,Negeri,291,14,12
Kertapati,SD NEGERI 212 PALEMBANG,2020-2021,91661,Negeri,289,13,12
Kertapati,SD NEGERI 213 PALEMBANG,2020-2021,91661,Negeri,131,7,6
Kertapati,SD NEGERI 214 PALEMBANG,2020-2021,91661,Negeri,166,10,7
Kertapati,SD NEGERI 215 PALEMBANG,2020-2021,91661,Negeri,155,9,6
Kertapati,SD NEGERI 216 PALEMBANG,2020-2021,91661,Negeri,354,16,12
Kertapati,SD NEGERI 217 PALEMBANG,2020-2021,91661,Negeri,254,11,9
Kertapati,SD NEGERI 218 PALEMBANG,2020-2021,91661,Negeri,99,7,6
Kertapati,SD NEGERI 219 PALEMBANG,2020-2021,91661,Negeri,196,8,6
Kertapati,SD NEGERI 220 PALEMBANG,2020-2021,91661,Negeri,179,13,8
Kertapati,SD NEGERI 221 PALEMBANG,2020-2021,91661,Negeri,287,15,11
Kertapati,SD PUJA HANDAYANI PALEMBANG,2020-2021,91661,Swasta,198,7,10
Kertapati,SD YWKA PALEMBANG,2020-2021,91661,Swasta,186,9,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2021-2022,92344,Swasta,139,3,6
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2021-2022,92344,Swasta,111,8,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2021-2022,92344,Swasta,158,10,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2021-2022,92344,Swasta,182,7,8
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2021-2022,92344,Swasta,149,7,6
Kertapati,SD NEGERI 195 PALEMBANG,2021-2022,92344,Negeri,857,41,27
Kertapati,SD NEGERI 196 PALEMBANG,2021-2022,92344,Negeri,339,15,13
Kertapati,SD NEGERI 197 PALEMBANG,2021-2022,92344,Negeri,194,9,7
Kertapati,SD NEGERI 198 PALEMBANG,2021-2022,92344,Negeri,534,21,18
Kertapati,SD NEGERI 199 PALEMBANG,2021-2022,92344,Negeri,167,7,6
Kertapati,SD NEGERI 200 PALEMBANG,2021-2022,92344,Negeri,323,15,12
Kertapati,SD NEGERI 201 PALEMBANG,2021-2022,92344,Negeri,197,10,10
Kertapati,SD NEGERI 202 PALEMBANG,2021-2022,92344,Negeri,333,15,12
Kertapati,SD NEGERI 203 PALEMBANG,2021-2022,92344,Negeri,102,7,6
Kertapati,SD NEGERI 204 PALEMBANG,2021-2022,92344,Negeri,572,26,21
Kertapati,SD NEGERI 205 PALEMBANG,2021-2022,92344,Negeri,790,32,26
Kertapati,SD NEGERI 206 PALEMBANG,2021-2022,92344,Negeri,314,15,12
Kertapati,SD NEGERI 207 PALEMBANG,2021-2022,92344,Negeri,300,16,12
Kertapati,SD NEGERI 208 PALEMBANG,2021-2022,92344,Negeri,248,14,9
Kertapati,SD NEGERI 209 PALEMBANG,2021-2022,92344,Negeri,266,15,12
Kertapati,SD NEGERI 210 PALEMBANG,2021-2022,92344,Negeri,350,16,12
Kertapati,SD NEGERI 211 PALEMBANG,2021-2022,92344,Negeri,283,16,12
Kertapati,SD NEGERI 212 PALEMBANG,2021-2022,92344,Negeri,268,13,12
Kertapati,SD NEGERI 213 PALEMBANG,2021-2022,92344,Negeri,123,8,6
Kertapati,SD NEGERI 214 PALEMBANG,2021-2022,92344,Negeri,162,10,6
Kertapati,SD NEGERI 215 PALEMBANG,2021-2022,92344,Negeri,154,10,6
Kertapati,SD NEGERI 216 PALEMBANG,2021-2022,92344,Negeri,343,17,12
Kertapati,SD NEGERI 217 PALEMBANG,2021-2022,92344,Negeri,244,12,10
Kertapati,SD NEGERI 218 PALEMBANG,2021-2022,92344,Negeri,96,9,6
Kertapati,SD NEGERI 219 PALEMBANG,2021-2022,92344,Negeri,196,8,6
Kertapati,SD NEGERI 220 PALEMBANG,2021-2022,92344,Negeri,172,12,8
Kertapati,SD NEGERI 221 PALEMBANG,2021-2022,92344,Negeri,283,14,12
Kertapati,SD PUJA HANDAYANI PALEMBANG,2021-2022,92344,Swasta,214,10,11
Kertapati,SD YWKA PALEMBANG,2021-2022,92344,Swasta,195,9,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2022-2023,94157,Swasta,191,11,8
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2022-2023,94157,Swasta,102,8,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2022-2023,94157,Swasta,151,10,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2022-2023,94157,Swasta,196,8,9
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2022-2023,94157,Swasta,165,6,6
Kertapati,SD NEGERI 195 PALEMBANG,2022-2023,94157,Negeri,836,40,29
Kertapati,SD NEGERI 196 PALEMBANG,2022-2023,94157,Negeri,363,15,13
Kertapati,SD NEGERI 197 PALEMBANG,2022-2023,94157,Negeri,184,9,7
Kertapati,SD NEGERI 198 PALEMBANG,2022-2023,94157,Negeri,514,22,18
Kertapati,SD NEGERI 199 PALEMBANG,2022-2023,94157,Negeri,170,8,6
Kertapati,SD NEGERI 200 PALEMBANG,2022-2023,94157,Negeri,316,14,12
Kertapati,SD NEGERI 201 PALEMBANG,2022-2023,94157,Negeri,197,13,10
Kertapati,SD NEGERI 202 PALEMBANG,2022-2023,94157,Negeri,291,14,12
Kertapati,SD NEGERI 203 PALEMBANG,2022-2023,94157,Negeri,102,8,6
Kertapati,SD NEGERI 204 PALEMBANG,2022-2023,94157,Negeri,590,26,22
Kertapati,SD NEGERI 205 PALEMBANG,2022-2023,94157,Negeri,735,32,24
Kertapati,SD NEGERI 206 PALEMBANG,2022-2023,94157,Negeri,285,15,12
Kertapati,SD NEGERI 207 PALEMBANG,2022-2023,94157,Negeri,286,15,12
Kertapati,SD NEGERI 208 PALEMBANG,2022-2023,94157,Negeri,249,11,8
Kertapati,SD NEGERI 209 PALEMBANG,2022-2023,94157,Negeri,258,14,12
Kertapati,SD NEGERI 210 PALEMBANG,2022-2023,94157,Negeri,352,14,12
Kertapati,SD NEGERI 211 PALEMBANG,2022-2023,94157,Negeri,271,15,12
Kertapati,SD NEGERI 212 PALEMBANG,2022-2023,94157,Negeri,260,11,11
Kertapati,SD NEGERI 213 PALEMBANG,2022-2023,94157,Negeri,126,8,6
Kertapati,SD NEGERI 214 PALEMBANG,2022-2023,94157,Negeri,163,9,8
Kertapati,SD NEGERI 215 PALEMBANG,2022-2023,94157,Negeri,146,9,6
Kertapati,SD NEGERI 216 PALEMBANG,2022-2023,94157,Negeri,329,13,12
Kertapati,SD NEGERI 217 PALEMBANG,2022-2023,94157,Negeri,269,11,11
Kertapati,SD NEGERI 218 PALEMBANG,2022-2023,94157,Negeri,102,8,6
Kertapati,SD NEGERI 219 PALEMBANG,2022-2023,94157,Negeri,197,7,6
Kertapati,SD NEGERI 220 PALEMBANG,2022-2023,94157,Negeri,173,15,8
Kertapati,SD NEGERI 221 PALEMBANG,2022-2023,94157,Negeri,274,13,12
Kertapati,SD PUJA HANDAYANI PALEMBANG,2022-2023,94157,Swasta,223,9,12
Kertapati,SD YWKA PALEMBANG,2022-2023,94157,Swasta,182,8,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2023-2024,98434,Swasta,239,14,10
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2023-2024,98434,Swasta,90,4,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2023-2024,98434,Swasta,165,7,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2023-2024,98434,Swasta,216,4,10
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2023-2024,98434,Swasta,170,7,6
Kertapati,SD NEGERI 195 PALEMBANG,2023-2024,98434,Negeri,851,36,28
Kertapati,SD NEGERI 196 PALEMBANG,2023-2024,98434,Negeri,360,14,14
Kertapati,SD NEGERI 197 PALEMBANG,2023-2024,98434,Negeri,169,8,6
Kertapati,SD NEGERI 198 PALEMBANG,2023-2024,98434,Negeri,541,22,18
Kertapati,SD NEGERI 199 PALEMBANG,2023-2024,98434,Negeri,157,8,6
Kertapati,SD NEGERI 200 PALEMBANG,2023-2024,98434,Negeri,323,13,12
Kertapati,SD NEGERI 201 PALEMBANG,2023-2024,98434,Negeri,214,13,9
Kertapati,SD NEGERI 202 PALEMBANG,2023-2024,98434,Negeri,277,16,12
Kertapati,SD NEGERI 203 PALEMBANG,2023-2024,98434,Negeri,81,9,6
Kertapati,SD NEGERI 204 PALEMBANG,2023-2024,98434,Negeri,591,24,22
Kertapati,SD NEGERI 205 PALEMBANG,2023-2024,98434,Negeri,739,33,24
Kertapati,SD NEGERI 206 PALEMBANG,2023-2024,98434,Negeri,284,14,12
Kertapati,SD NEGERI 207 PALEMBANG,2023-2024,98434,Negeri,294,15,12
Kertapati,SD NEGERI 208 PALEMBANG,2023-2024,98434,Negeri,240,12,8
Kertapati,SD NEGERI 209 PALEMBANG,2023-2024,98434,Negeri,269,15,12
Kertapati,SD NEGERI 210 PALEMBANG,2023-2024,98434,Negeri,340,13,12
Kertapati,SD NEGERI 211 PALEMBANG,2023-2024,98434,Negeri,267,15,12
Kertapati,SD NEGERI 212 PALEMBANG,2023-2024,98434,Negeri,268,14,12
Kertapati,SD NEGERI 213 PALEMBANG,2023-2024,98434,Negeri,124,7,6
Kertapati,SD NEGERI 214 PALEMBANG,2023-2024,98434,Negeri,173,11,8
Kertapati,SD NEGERI 215 PALEMBANG,2023-2024,98434,Negeri,136,8,6
Kertapati,SD NEGERI 216 PALEMBANG,2023-2024,98434,Negeri,324,12,12
Kertapati,SD NEGERI 217 PALEMBANG,2023-2024,98434,Negeri,274,13,12
Kertapati,SD NEGERI 218 PALEMBANG,2023-2024,98434,Negeri,96,6,6
Kertapati,SD NEGERI 219 PALEMBANG,2023-2024,98434,Negeri,200,8,8
Kertapati,SD NEGERI 220 PALEMBANG,2023-2024,98434,Negeri,166,13,8
Kertapati,SD NEGERI 221 PALEMBANG,2023-2024,98434,Negeri,267,12,12
Kertapati,SD PUJA HANDAYANI PALEMBANG,2023-2024,98434,Swasta,212,10,12
Kertapati,SD YWKA PALEMBANG,2023-2024,98434,Swasta,169,7,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2024-2025,99576,Swasta,295,13,12
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2024-2025,99576,Swasta,90,6,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2024-2025,99576,Swasta,157,9,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2024-2025,99576,Swasta,214,5,10
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2024-2025,99576,Swasta,169,7,6
Kertapati,SD NEGERI 195 PALEMBANG,2024-2025,99576,Negeri,822,36,27
Kertapati,SD NEGERI 196 PALEMBANG,2024-2025,99576,Negeri,354,18,15
Kertapati,SD NEGERI 197 PALEMBANG,2024-2025,99576,Negeri,180,6,7
Kertapati,SD NEGERI 198 PALEMBANG,2024-2025,99576,Negeri,541,23,18
Kertapati,SD NEGERI 199 PALEMBANG,2024-2025,99576,Negeri,159,9,6
Kertapati,SD NEGERI 200 PALEMBANG,2024-2025,99576,Negeri,335,16,12
Kertapati,SD NEGERI 201 PALEMBANG,2024-2025,99576,Negeri,199,13,9
Kertapati,SD NEGERI 202 PALEMBANG,2024-2025,99576,Negeri,266,17,12
Kertapati,SD NEGERI 203 PALEMBANG,2024-2025,99576,Negeri,88,9,6
Kertapati,SD NEGERI 204 PALEMBANG,2024-2025,99576,Negeri,578,26,22
Kertapati,SD NEGERI 205 PALEMBANG,2024-2025,99576,Negeri,689,33,24
Kertapati,SD NEGERI 206 PALEMBANG,2024-2025,99576,Negeri,280,14,12
Kertapati,SD NEGERI 207 PALEMBANG,2024-2025,99576,Negeri,282,18,12
Kertapati,SD NEGERI 208 PALEMBANG,2024-2025,99576,Negeri,234,15,10
Kertapati,SD NEGERI 209 PALEMBANG,2024-2025,99576,Negeri,276,17,12
Kertapati,SD NEGERI 210 PALEMBANG,2024-2025,99576,Negeri,320,15,12
Kertapati,SD NEGERI 211 PALEMBANG,2024-2025,99576,Negeri,276,14,12
Kertapati,SD NEGERI 212 PALEMBANG,2024-2025,99576,Negeri,267,16,12
Kertapati,SD NEGERI 213 PALEMBANG,2024-2025,99576,Negeri,119,9,6
Kertapati,SD NEGERI 214 PALEMBANG,2024-2025,99576,Negeri,185,11,9
Kertapati,SD NEGERI 215 PALEMBANG,2024-2025,99576,Negeri,137,7,6
Kertapati,SD NEGERI 216 PALEMBANG,2024-2025,99576,Negeri,318,14,12
Kertapati,SD NEGERI 217 PALEMBANG,2024-2025,99576,Negeri,278,15,12
Kertapati,SD NEGERI 218 PALEMBANG,2024-2025,99576,Negeri,101,9,6
Kertapati,SD NEGERI 219 PALEMBANG,2024-2025,99576,Negeri,197,9,10
Kertapati,SD NEGERI 220 PALEMBANG,2024-2025,99576,Negeri,163,12,7
Kertapati,SD NEGERI 221 PALEMBANG,2024-2025,99576,Negeri,252,16,12
Kertapati,SD PUJA HANDAYANI PALEMBANG,2024-2025,99576,Swasta,208,11,12
Kertapati,SD YWKA PALEMBANG,2024-2025,99576,Swasta,172,8,6
Plaju,SD IT AZIZAH PALEMBANG,2019-2020,90734,Swasta,191,13,9
Plaju,SD IT SALSABILA,2019-2020,90734,Swasta,260,17,13
Plaju,SD MUHAMMADIYAH 03 PALEMBANG,2019-2020,90734,Swasta,454,18,17
Plaju,SD NEGERI 222 PALEMBANG,2019-2020,90734,Negeri,567,25,18
Plaju,SD NEGERI 223 PALEMBANG,2019-2020,90734,Negeri,304,13,11
Plaju,SD NEGERI 224 PALEMBANG,2019-2020,90734,Negeri,874,38,30
Plaju,SD NEGERI 225 PALEMBANG,2019-2020,90734,Negeri,524,24,18
Plaju,SD NEGERI 226 PALEMBANG,2019-2020,90734,Negeri,921,34,31
Plaju,SD NEGERI 227 PALEMBANG,2019-2020,90734,Negeri,314,16,12
Plaju,SD NEGERI 228 PALEMBANG,2019-2020,90734,Negeri,252,16,11
Plaju,SD NEGERI 229 PALEMBANG,2019-2020,90734,Negeri,435,17,15
Plaju,SD NEGERI 230 PALEMBANG,2019-2020,90734,Negeri,272,12,10
Plaju,SD NEGERI 231 PALEMBANG,2019-2020,90734,Negeri,455,17,16
Plaju,SD NEGERI 232 PALEMBANG,2019-2020,90734,Negeri,468,23,20
Plaju,SD NEGERI 233 PALEMBANG,2019-2020,90734,Negeri,271,10,9
Plaju,SD NEGERI 234 PALEMBANG,2019-2020,90734,Negeri,781,33,26
Plaju,SD NEGERI 235 PALEMBANG,2019-2020,90734,Negeri,496,19,18
Plaju,SD NEGERI 236 PALEMBANG,2019-2020,90734,Negeri,542,18,18
Plaju,SD PATRA MANDIRI 01 PALEMBANG,2019-2020,90734,Swasta,210,11,10
Plaju,SD PATRA MANDIRI 02 PALEMBANG,2019-2020,90734,Swasta,291,17,12
Plaju,SD PATRA MANDIRI 03 PALEMBANG,2019-2020,90734,Swasta,61,6,5
Plaju,SD PEMBERANTAS PALEMBANG,2019-2020,90734,Swasta,108,6,6
Plaju,SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG,2019-2020,90734,Swasta,401,20,15
Plaju,SD XAVERIUS 08 PALEMBANG,2019-2020,90734,Swasta,80,9,6
Plaju,SD YAYASAN REMILING MUSI,2019-2020,90734,Swasta,147,7,7
Plaju,SD YP HARAPAN PALEMBANG,2019-2020,90734,Swasta,87,8,6
Plaju,SD YP INDRA PALEMBANG,2019-2020,90734,Swasta,169,10,8
Plaju,SD IT AZIZAH PALEMBANG,2020-2021,93171,Swasta,227,17,10
Plaju,SD IT SALSABILA,2020-2021,93171,Swasta,329,23,15
Plaju,SD MUHAMMADIYAH 03 PALEMBANG,2020-2021,93171,Swasta,440,18,17
Plaju,SD NEGERI 222 PALEMBANG,2020-2021,93171,Negeri,488,23,17
Plaju,SD NEGERI 223 PALEMBANG,2020-2021,93171,Negeri,318,13,12
Plaju,SD NEGERI 224 PALEMBANG,2020-2021,93171,Negeri,845,36,27
Plaju,SD NEGERI 225 PALEMBANG,2020-2021,93171,Negeri,524,22,18
Plaju,SD NEGERI 226 PALEMBANG,2020-2021,93171,Negeri,940,33,32
Plaju,SD NEGERI 227 PALEMBANG,2020-2021,93171,Negeri,330,16,12
Plaju,SD NEGERI 228 PALEMBANG,2020-2021,93171,Negeri,266,15,11
Plaju,SD NEGERI 229 PALEMBANG,2020-2021,93171,Negeri,456,16,16
Plaju,SD NEGERI 230 PALEMBANG,2020-2021,93171,Negeri,277,12,10
Plaju,SD NEGERI 231 PALEMBANG,2020-2021,93171,Negeri,447,18,17
Plaju,SD NEGERI 232 PALEMBANG,2020-2021,93171,Negeri,457,23,18
Plaju,SD NEGERI 233 PALEMBANG,2020-2021,93171,Negeri,280,9,10
Plaju,SD NEGERI 234 PALEMBANG,2020-2021,93171,Negeri,716,32,25
Plaju,SD NEGERI 235 PALEMBANG,2020-2021,93171,Negeri,544,19,19
Plaju,SD NEGERI 236 PALEMBANG,2020-2021,93171,Negeri,528,18,17
Plaju,SD PATRA MANDIRI 01 PALEMBANG,2020-2021,93171,Swasta,212,10,9
Plaju,SD PATRA MANDIRI 02 PALEMBANG,2020-2021,93171,Swasta,256,15,11
Plaju,SD PATRA MANDIRI 03 PALEMBANG,2020-2021,93171,Swasta,44,6,4
Plaju,SD PEMBERANTAS PALEMBANG,2020-2021,93171,Swasta,112,7,6
Plaju,SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG,2020-2021,93171,Swasta,392,20,15
Plaju,SD XAVERIUS 08 PALEMBANG,2020-2021,93171,Swasta,79,7,6
Plaju,SD YAYASAN REMILING MUSI,2020-2021,93171,Swasta,148,7,6
Plaju,SD YP HARAPAN PALEMBANG,2020-2021,93171,Swasta,81,6,6
Plaju,SD YP INDRA PALEMBANG,2020-2021,93171,Swasta,187,8,9
Plaju,SD IT AZIZAH PALEMBANG,2021-2022,94143,Swasta,257,17,11
Plaju,SD IT SALSABILA,2021-2022,94143,Swasta,390,28,17
Plaju,SD MUHAMMADIYAH 03 PALEMBANG,2021-2022,94143,Swasta,455,22,18
Plaju,SD NEGERI 222 PALEMBANG,2021-2022,94143,Negeri,479,22,17
Plaju,SD NEGERI 223 PALEMBANG,2021-2022,94143,Negeri,319,15,12
Plaju,SD NEGERI 224 PALEMBANG,2021-2022,94143,Negeri,821,35,27
Plaju,SD NEGERI 225 PALEMBANG,2021-2022,94143,Negeri,508,25,18
Plaju,SD NEGERI 226 PALEMBANG,2021-2022,94143,Negeri,906,35,30
Plaju,SD NEGERI 227 PALEMBANG,2021-2022,94143,Negeri,333,14,12
Plaju,SD NEGERI 228 PALEMBANG,2021-2022,94143,Negeri,278,15,12
Plaju,SD NEGERI 229 PALEMBANG,2021-2022,94143,Negeri,472,17,17
Plaju,SD NEGERI 230 PALEMBANG,2021-2022,94143,Negeri,293,13,11
Plaju,SD NEGERI 231 PALEMBANG,2021-2022,94143,Negeri,443,21,17
Plaju,SD NEGERI 232 PALEMBANG,2021-2022,94143,Negeri,422,22,17
Plaju,SD NEGERI 233 PALEMBANG,2021-2022,94143,Negeri,291,13,11
Plaju,SD NEGERI 234 PALEMBANG,2021-2022,94143,Negeri,700,35,26
Plaju,SD NEGERI 235 PALEMBANG,2021-2022,94143,Negeri,563,19,20
Plaju,SD NEGERI 236 PALEMBANG,2021-2022,94143,Negeri,540,23,19
Plaju,SD PATRA MANDIRI 01 PALEMBANG,2021-2022,94143,Swasta,197,13,9
Plaju,SD PATRA MANDIRI 02 PALEMBANG,2021-2022,94143,Swasta,215,14,10
Plaju,SD PATRA MANDIRI 03 PALEMBANG,2021-2022,94143,Swasta,27,4,3
Plaju,SD PEMBERANTAS PALEMBANG,2021-2022,94143,Swasta,112,5,6
Plaju,SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG,2021-2022,94143,Swasta,403,19,16
Plaju,SD XAVERIUS 08 PALEMBANG,2021-2022,94143,Swasta,72,7,6
Plaju,SD YAYASAN REMILING MUSI,2021-2022,94143,Swasta,139,8,6
Plaju,SD YP HARAPAN PALEMBANG,2021-2022,94143,Swasta,75,5,6
Plaju,SD YP INDRA PALEMBANG,2021-2022,94143,Swasta,199,8,9
Plaju,SD BINTANG FAJAR,2022-2023,96561,Swasta,0,0,0
Plaju,SD IT AZIZAH PALEMBANG,2022-2023,96561,Swasta,283,23,12
Plaju,SD IT SALSABILA,2022-2023,96561,Swasta,476,30,19
Plaju,SD MUHAMMADIYAH 03 PALEMBANG,2022-2023,96561,Swasta,435,23,18
Plaju,SD NEGERI 222 PALEMBANG,2022-2023,96561,Negeri,446,20,16
Plaju,SD NEGERI 223 PALEMBANG,2022-2023,96561,Negeri,321,17,12
Plaju,SD NEGERI 224 PALEMBANG,2022-2023,96561,Negeri,806,35,28
Plaju,SD NEGERI 225 PALEMBANG,2022-2023,96561,Negeri,528,26,19
Plaju,SD NEGERI 226 PALEMBANG,2022-2023,96561,Negeri,903,32,30
Plaju,SD NEGERI 227 PALEMBANG,2022-2023,96561,Negeri,337,16,12
Plaju,SD NEGERI 228 PALEMBANG,2022-2023,96561,Negeri,308,16,14
Plaju,SD NEGERI 229 PALEMBANG,2022-2023,96561,Negeri,501,13,17
Plaju,SD NEGERI 230 PALEMBANG,2022-2023,96561,Negeri,295,15,11
Plaju,SD NEGERI 231 PALEMBANG,2022-2023,96561,Negeri,430,20,17
Plaju,SD NEGERI 232 PALEMBANG,2022-2023,96561,Negeri,449,23,18
Plaju,SD NEGERI 233 PALEMBANG,2022-2023,96561,Negeri,309,13,12
Plaju,SD NEGERI 234 PALEMBANG,2022-2023,96561,Negeri,707,34,26
Plaju,SD NEGERI 235 PALEMBANG,2022-2023,96561,Negeri,552,21,20
Plaju,SD NEGERI 236 PALEMBANG,2022-2023,96561,Negeri,491,23,19
Plaju,SD PATRA MANDIRI 01 PALEMBANG,2022-2023,96561,Swasta,185,13,9
Plaju,SD PATRA MANDIRI 02 PALEMBANG,2022-2023,96561,Swasta,196,14,9
Plaju,SD PATRA MANDIRI 03 PALEMBANG,2022-2023,96561,Swasta,14,2,2
Plaju,SD PEMBERANTAS PALEMBANG,2022-2023,96561,Swasta,103,3,6
Plaju,SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG,2022-2023,96561,Swasta,378,19,15
Plaju,SD XAVERIUS 08 PALEMBANG,2022-2023,96561,Swasta,77,7,6
Plaju,SD YAYASAN REMILING MUSI,2022-2023,96561,Swasta,123,9,6
Plaju,SD YP HARAPAN PALEMBANG,2022-2023,96561,Swasta,74,6,6
Plaju,SD YP INDRA PALEMBANG,2022-2023,96561,Swasta,228,15,10
Plaju,SD BINTANG FAJAR,2023-2024,98426,Swasta,62,9,5
Plaju,SD IT AZIZAH PALEMBANG,2023-2024,98426,Swasta,309,19,13
Plaju,SD IT SALSABILA,2023-2024,98426,Swasta,519,27,20
Plaju,SD MUHAMMADIYAH 03 PALEMBANG,2023-2024,98426,Swasta,413,22,17
Plaju,SD NEGERI 222 PALEMBANG,2023-2024,98426,Negeri,427,25,16
Plaju,SD NEGERI 223 PALEMBANG,2023-2024,98426,Negeri,332,15,12
Plaju,SD NEGERI 224 PALEMBANG,2023-2024,98426,Negeri,816,37,28
Plaju,SD NEGERI 225 PALEMBANG,2023-2024,98426,Negeri,554,26,19
Plaju,SD NEGERI 226 PALEMBANG,2023-2024,98426,Negeri,880,36,29
Plaju,SD NEGERI 227 PALEMBANG,2023-2024,98426,Negeri,314,14,12
Plaju,SD NEGERI 228 PALEMBANG,2023-2024,98426,Negeri,335,16,14
Plaju,SD NEGERI 229 PALEMBANG,2023-2024,98426,Negeri,558,23,19
Plaju,SD NEGERI 230 PALEMBANG,2023-2024,98426,Negeri,294,13,11
Plaju,SD NEGERI 231 PALEMBANG,2023-2024,98426,Negeri,428,21,17
Plaju,SD NEGERI 232 PALEMBANG,2023-2024,98426,Negeri,451,23,18
Plaju,SD NEGERI 233 PALEMBANG,2023-2024,98426,Negeri,305,12,12
Plaju,SD NEGERI 234 PALEMBANG,2023-2024,98426,Negeri,687,33,25
Plaju,SD NEGERI 235 PALEMBANG,2023-2024,98426,Negeri,578,26,20
Plaju,SD NEGERI 236 PALEMBANG,2023-2024,98426,Negeri,508,23,19
Plaju,SD PATRA MANDIRI 01 PALEMBANG,2023-2024,98426,Swasta,171,14,9
Plaju,SD PATRA MANDIRI 02 PALEMBANG,2023-2024,98426,Swasta,187,13,8
Plaju,SD PEMBERANTAS PALEMBANG,2023-2024,98426,Swasta,92,3,6
Plaju,SD TAMAN SISWA 01 SUNGAI GERONG PALEMBANG,2023-2024,98426,Swasta,345,20,14
Plaju,SD XAVERIUS 08 PALEMBANG,2023-2024,98426,Swasta,72,6,6
Plaju,SD YAYASAN REMILING MUSI,2023-2024,98426,Swasta,100,8,6
Plaju,SD YP HARAPAN PALEMBANG,2023-2024,98426,Swasta,72,5,6
Plaju,SD YP INDRA PALEMBANG,2023-2024,98426,Swasta,240,14,10
Plaju,SD BINTANG FAJAR,2024-2025,99559,Swasta,77,9,6
